,Longitude,Latitude,Slope,Aspect,DEM,Sum PDD,Accumulated Snow,Accumulate Precipitation,Average Temperature,SWE
0,-119.60833333355,38.158333333803,10.330697059631348,145.5682830810547,2798.984130859375,182.7090095281601,796.7335271388292,970.9270430654287,-2.0822338021319844,0.3581828474998474
1,-119.600000000217,38.158333333803,16.131664276123047,253.743896484375,2861.120849609375,235.06550860404968,690.0340713560581,983.1090148240328,-1.4284403252860773,0.4657949209213257
2,-119.591666666884,38.158333333803,17.491966247558594,264.43975830078125,3059.80322265625,179.0245080590248,937.4875261336565,1016.6180020943284,-2.16567401231631,0.3886277377605438
3,-119.61666666688299,38.15000000047,20.177766799926758,121.4369125366211,2849.299560546875,242.82050907611847,671.0983198881149,961.1918525956571,-1.3236604054336962,0.3297300636768341
4,-119.60833333355,38.15000000047,5.129728317260742,190.97833251953125,2736.63037109375,206.74500739574432,782.9831921830773,962.4331676699221,-1.8093696489282276,0.3281514048576355
5,-119.600000000217,38.15000000047,18.36237335205078,272.0026550292969,2840.60400390625,222.00501036643982,773.2175950407982,983.8529123738408,-1.5489267191809157,0.5468184947967529
6,-119.591666666884,38.15000000047,15.921462059020996,267.0321350097656,2972.281005859375,196.26200950145721,935.7525168731809,1018.7569786645472,-1.9262065955478211,0.46894386410713196
7,-119.61666666688299,38.141666667137,13.098526000976562,122.50248718261719,2743.66015625,206.67051327228546,774.65364510566,958.4821904972196,-1.8013886576113494,0.24375596642494202
8,-119.60833333355,38.141666667137,11.354763984680176,287.8238220214844,2736.59228515625,204.75401055812836,780.2851073741913,958.4215192496777,-1.8262854270313098,0.38797059655189514
9,-119.600000000217,38.141666667137,20.067827224731445,292.8064270019531,2915.8701171875,198.42000877857208,835.3498843684793,977.3097700960934,-1.8537663882193358,0.5999906063079834
10,-119.591666666884,38.141666667137,8.826136589050293,283.57647705078125,3049.22900390625,184.6535084247589,932.5737799778581,1011.5210180282593,-2.0714185905197393,0.5584262013435364
11,-119.583333333551,38.141666667137,8.49167537689209,207.8030242919922,3069.92919921875,184.2995086312294,953.7964947223663,1038.0000117644668,-2.0905082559455996,0.48499438166618347
12,-119.575000000218,38.141666667137,13.172920227050781,183.70802307128906,3105.220458984375,163.7705073952675,1002.4655167534947,1072.0499735474586,-2.3773262193021565,0.4198955297470093
13,-119.566666666885,38.141666667137,10.234025955200195,185.82835388183594,3034.961669921875,186.52600944042206,1027.6961519941688,1124.4450201913714,-2.1028778261464574,0.42835894227027893
14,-119.558333333552,38.141666667137,10.91506576538086,243.59793090820312,3084.141357421875,182.00550895929337,1036.3702811300755,1138.388977829367,-2.1855109346949537,0.4596076011657715
15,-119.61666666688299,38.133333333804,3.8384921550750732,187.5039825439453,2712.048828125,210.20101010799408,770.5778875760734,952.9342394322157,-1.7425734543282052,0.2884021997451782
16,-119.60833333355,38.133333333804,16.881872177124023,280.3297424316406,2828.623291015625,230.03001433610916,668.2130583673716,953.8080417774618,-1.4540435198856436,0.49026280641555786
17,-119.600000000217,38.133333333804,12.142598152160645,260.5218505859375,2991.7392578125,175.64050889015198,894.2058446332812,965.7489283196628,-2.192953929629015,0.535489559173584
18,-119.591666666884,38.133333333804,11.969321250915527,177.30975341796875,3020.868408203125,177.33500742912292,917.3843329623342,995.5348600298166,-2.1728207624476887,0.3615221083164215
19,-119.583333333551,38.133333333804,15.667545318603516,179.30010986328125,2941.15673828125,189.69050896167755,928.2043077126145,1012.9449856802821,-2.0429022629623828,0.3267296254634857
20,-119.575000000218,38.133333333804,11.655009269714355,200.81968688964844,2945.575439453125,187.4755094051361,953.0222178176045,1041.3490004576743,-2.087684857132642,0.3523683547973633
21,-119.566666666885,38.133333333804,8.590365409851074,242.17529296875,2972.048095703125,213.36050879955292,895.384487491101,1057.6650132536888,-1.7421876059278198,0.500819742679596
22,-119.558333333552,38.133333333804,8.923287391662598,219.24998474121094,3108.94287109375,180.8155099749565,1035.6633078679442,1102.7079948969185,-2.250231077813584,0.5337667465209961
23,-119.62500000021599,38.125000000471005,16.47670555114746,120.59589385986328,2695.599365234375,217.40500926971436,769.0681887939572,955.2980129420757,-1.6608914046183876,0.2521158754825592
24,-119.61666666688299,38.125000000471005,9.549055099487305,240.90975952148438,2697.83203125,212.15601003170013,768.8680634200573,952.2660163119435,-1.7134103813897008,0.267895370721817
25,-119.60833333355,38.125000000471005,15.840903282165527,250.37893676757812,2847.724853515625,188.75500792264938,840.5146407261491,958.1924573853612,-1.9940463230013847,0.3305119276046753
26,-119.600000000217,38.125000000471005,11.360674858093262,195.3062744140625,2911.772216796875,183.15600907802582,848.273455992341,967.5538158863783,-2.0778370603271155,0.31237488985061646
27,-119.591666666884,38.125000000471005,11.442633628845215,170.5872039794922,2832.455810546875,220.6210092306137,769.7791038677096,983.8297594077885,-1.6037854114952295,0.26982420682907104
28,-119.583333333551,38.125000000471005,6.68405818939209,248.07278442382812,2826.894287109375,202.51951038837433,784.4354803413153,996.4430434852839,-1.883638676741849,0.4487107992172241
29,-119.575000000218,38.125000000471005,10.644893646240234,295.52484130859375,2916.15478515625,233.33501255512238,793.1865409314632,1026.7259877547622,-1.4909674347094868,0.5966128706932068
30,-119.566666666885,38.125000000471005,3.815579414367676,259.79754638671875,3035.91845703125,181.67500960826874,944.4859208837152,1031.1166712343693,-2.1842664120637854,0.5643219947814941
31,-119.558333333552,38.125000000471005,11.975054740905762,160.39620971679688,3043.01513671875,168.23600709438324,952.9182304367423,1038.1710214912891,-2.308527295032273,0.3333280682563782
32,-119.550000000219,38.125000000471005,9.94052791595459,174.98785400390625,2928.12060546875,226.430011510849,852.5436571277678,1040.0940164290369,-1.6009756180903185,0.36888688802719116
33,-119.541666666886,38.125000000471005,12.208744049072266,268.46527099609375,2989.625244140625,190.46550858020782,947.5875961370766,1044.8509814068675,-2.104728355679823,0.534477949142456
34,-119.533333333553,38.125000000471005,10.173788070678711,274.4052734375,3138.935791015625,174.35550963878632,985.4946572035551,1079.1299985907972,-2.320828916909902,0.6006345152854919
35,-119.52500000021999,38.125000000471005,9.373323440551758,144.5238800048828,3165.031494140625,169.6510100364685,974.586356908083,1062.9389860704541,-2.379116950151713,0.5926582217216492
36,-119.51666666688699,38.125000000471005,15.371715545654297,153.0171661376953,3042.0859375,185.8155078291893,937.1272217333317,1026.7849949970841,-2.179040866701499,0.47358450293540955
37,-119.50833333355399,38.125000000471005,9.323084831237793,181.2928924560547,3008.864990234375,185.54150766134262,913.4346825405955,997.7870047278702,-2.1912039087518402,0.3989572823047638
38,-119.500000000221,38.125000000471005,3.037196159362793,185.7696075439453,3034.41796875,186.42450666427612,873.0374424904585,950.6989881135523,-2.1681522898699925,0.5300509929656982
39,-119.62500000021599,38.116666667138006,10.388245582580566,122.8582763671875,2650.996826171875,230.77000999450684,728.7924785092473,945.1599927842617,-1.513236491576485,0.23936982452869415
40,-119.61666666688299,38.116666667138006,10.239557266235352,257.09375,2672.113525390625,222.16950917243958,760.8705533593893,944.521003909409,-1.5981223550827608,0.2948695719242096
41,-119.60833333355,38.116666667138006,11.153026580810547,244.2041015625,2786.03125,237.3050104379654,583.505639590323,952.3115757480264,-1.3618669257215832,0.32645633816719055
42,-119.600000000217,38.116666667138006,5.646132946014404,197.6693878173828,2814.02099609375,219.33551055192947,754.2225063815713,961.4899963364005,-1.601451165650202,0.30262526869773865
43,-119.591666666884,38.116666667138006,6.496660232543945,285.9396057128906,2795.06005859375,197.05550873279572,797.6074428036809,978.5891357287765,-1.9830924771402194,0.376274436712265
44,-119.583333333551,38.116666667138006,15.539937019348145,301.6064758300781,2927.81787109375,206.24650919437408,864.9720197767019,996.1526085995138,-1.8092800090494363,0.5708940625190735
45,-119.575000000218,38.116666667138006,6.263625621795654,305.1829833984375,3055.959716796875,197.03600990772247,927.7578647881746,1015.1469949819148,-1.9580381318278934,0.5617683529853821
46,-119.566666666885,38.116666667138006,11.909720420837402,132.85650634765625,3025.757568359375,176.17650836706161,933.8734862357378,1014.6390310488641,-2.21789685604365,0.4373660981655121
47,-119.558333333552,38.116666667138006,11.962254524230957,155.64089965820312,2852.6630859375,222.9410091638565,794.4504081308842,1022.4649900980294,-1.6274348879637925,0.21340201795101166
48,-119.550000000219,38.116666667138006,10.357028007507324,257.71649169921875,2900.636962890625,232.68551099300385,845.5209684148431,1036.7339618392289,-1.5161277862346692,0.34968265891075134
49,-119.541666666886,38.116666667138006,14.61351490020752,276.0391540527344,3039.11767578125,187.1250091791153,939.8548619896173,1031.1569649465382,-2.1114919655348943,0.4461933672428131
50,-119.533333333553,38.116666667138006,5.698914051055908,201.42233276367188,3152.015380859375,167.08550810813904,946.5652969069779,1036.424033217132,-2.377698475252027,0.5632418990135193
51,-119.52500000021999,38.116666667138006,14.471226692199707,133.63597106933594,3069.224609375,170.83600860834122,929.8221802525222,1016.0359908752143,-2.327307156894518,0.42471185326576233
52,-119.51666666688699,38.116666667138006,4.271407127380371,154.13401794433594,2937.71875,195.1155081987381,897.4061128459871,986.1539893969893,-2.006424002673315,0.37526363134384155
53,-119.50833333355399,38.116666667138006,7.024142742156982,295.4720153808594,3010.5029296875,182.5390100479126,887.6267787180841,971.1529691666365,-2.1790789109857185,0.5352473855018616
54,-119.500000000221,38.116666667138006,2.00296950340271,19.07882308959961,3092.34228515625,167.73000717163086,844.0834942273796,919.0399857312441,-2.354695751291254,0.5387405157089233
55,-119.491666666888,38.116666667138006,10.457966804504395,97.07061004638672,3039.90185546875,187.40500909090042,821.6797631829977,893.6940182447433,-2.1110327042963193,0.49476176500320435
56,-119.483333333555,38.116666667138006,7.753857135772705,100.84249877929688,2917.8212890625,195.71501088142395,803.090511854738,871.9859992563725,-1.9868506484705468,0.414471298456192
57,-119.641666666882,38.108333333805,19.868404388427734,132.03759765625,2846.470947265625,226.5205094218254,767.6869225203991,958.2537418454885,-1.5222201959594437,0.37557142972946167
58,-119.63333333354899,38.108333333805,18.413352966308594,125.31544494628906,2708.145751953125,281.310513317585,548.3859915286303,945.0519881136715,-0.8865408119948014,0.21879640221595764
59,-119.62500000021599,38.108333333805,3.221672296524048,165.90066528320312,2628.258056640625,238.80401349067688,608.0531560815871,936.4039797522128,-1.404481031972429,0.2753302752971649
60,-119.61666666688299,38.108333333805,9.653698921203613,276.42266845703125,2703.11767578125,233.45151311159134,561.599973872304,933.8610001727939,-1.4354756011263183,0.4617798626422882
61,-119.60833333355,38.108333333805,6.168445587158203,263.961181640625,2774.288818359375,231.9810122847557,665.9240074008703,946.7180095091462,-1.4424266918845798,0.38286659121513367
62,-119.600000000217,38.108333333805,6.251262187957764,274.4811096191406,2777.04638671875,233.10100984573364,669.4912179484963,956.1469923779368,-1.4826495294337687,0.2939755916595459
63,-119.591666666884,38.108333333805,12.422585487365723,286.4215393066406,2869.065673828125,226.91951072216034,754.5161910876632,966.7910054549575,-1.548693016819332,0.49848732352256775
64,-119.583333333551,38.108333333805,9.487222671508789,264.0871887207031,2989.973876953125,191.4460083246231,897.5891040153801,982.098988186568,-2.02689412365789,0.41272231936454773
65,-119.575000000218,38.108333333805,12.10217571258545,153.2493438720703,3017.046630859375,186.27450895309448,913.7690310403705,997.5619726851583,-2.079758234322071,0.3486616015434265
66,-119.566666666885,38.108333333805,18.12169647216797,137.0873260498047,2876.522705078125,197.4500093460083,871.5047129020095,1002.7740058004856,-1.9399131423105365,0.22580887377262115
67,-119.558333333552,38.108333333805,6.5103302001953125,218.60699462890625,2799.738037109375,229.08450889587402,781.5871998295188,1003.235023804009,-1.5834756273290385,0.2638404667377472
68,-119.550000000219,38.108333333805,15.595812797546387,272.484375,2953.6689453125,187.3900088071823,935.199682675302,1020.5499818250537,-2.10974194271409,0.3736584782600403
69,-119.541666666886,38.108333333805,9.022042274475098,242.97906494140625,3056.360107421875,195.21550852060318,938.5636181309819,1029.9729870334268,-2.0046142323509506,0.4259369373321533
70,-119.533333333553,38.108333333805,12.391505241394043,154.441650390625,3067.447509765625,170.93000775575638,941.0966690033674,1028.6769867502153,-2.2994511930838875,0.4381217658519745
71,-119.52500000021999,38.108333333805,8.053707122802734,152.64321899414062,2939.240966796875,193.6105111837387,925.7244141325355,1016.523001730442,-2.0182745385429133,0.35736292600631714
72,-119.51666666688699,38.108333333805,8.604689598083496,292.48492431640625,2996.6259765625,184.31000792980194,901.3476492911577,988.5120305866003,-2.133622384589651,0.4962264895439148
73,-119.50833333355399,38.108333333805,3.710829257965088,313.8982849121094,3106.760498046875,159.73050785064697,894.5988006442785,967.1449974216521,-2.4474974216326424,0.4784463047981262
74,-119.500000000221,38.108333333805,9.46142292022705,132.0517578125,3056.069580078125,187.65900963544846,852.7156896479428,929.0279847048223,-2.1028316053359406,0.40763744711875916
75,-119.491666666888,38.108333333805,12.655111312866211,132.27577209472656,2993.061767578125,188.27000790834427,837.6245511323214,909.5030046775937,-2.0885571772637577,0.3819703757762909
76,-119.483333333555,38.108333333805,3.787513017654419,131.91412353515625,2910.29638671875,186.84150981903076,817.7913586683571,888.1589899472892,-2.100904965530271,0.328103244304657
77,-119.641666666882,38.100000000472,19.099075317382812,131.72012329101562,2751.8232421875,253.036013007164,650.4701596274972,941.6179773136973,-1.200529934271522,0.26188740134239197
78,-119.63333333354899,38.100000000472,12.344442367553711,134.48960876464844,2622.75830078125,246.37551033496857,555.7036949619651,932.7580085620284,-1.3035815863505653,0.17873923480510712
79,-119.62500000021599,38.100000000472,7.0148396492004395,247.47567749023438,2628.7197265625,253.96051144599915,502.3252772204578,931.0506474263966,-1.2167527895906698,0.21576543152332306
80,-119.61666666688299,38.100000000472,8.790190696716309,267.1231384277344,2733.120849609375,226.35550892353058,717.6041019782424,926.4706312939525,-1.508597916882971,0.35074734687805176
81,-119.60833333355,38.100000000472,5.174294948577881,264.3253479003906,2747.77294921875,250.90051287412643,555.0133826211095,941.4109960757196,-1.2089375571712204,0.36763107776641846
82,-119.600000000217,38.100000000472,9.849751472473145,275.4676513671875,2792.58544921875,237.9060115814209,665.0332214683294,951.4774774163961,-1.3782962499105411,0.37429389357566833
83,-119.591666666884,38.100000000472,9.384918212890625,263.21466064453125,2903.99560546875,192.0005075931549,882.5122620500624,963.4410003609955,-2.0306142364507136,0.4656558334827423
84,-119.583333333551,38.100000000472,8.624825477600098,180.18759155273438,2931.319091796875,197.59001052379608,831.0129936933517,964.2840224877,-1.958222918536352,0.4490930736064911
85,-119.575000000218,38.100000000472,17.865543365478516,141.26321411132812,2884.38134765625,192.16500890254974,912.0664452537894,972.9450025036931,-2.0402473969304045,0.385384738445282
86,-119.566666666885,38.100000000472,11.677754402160645,152.1273956298828,2750.15966796875,239.92951095104218,784.5048245638609,983.3459760323167,-1.4774565826291624,0.15825264155864716
87,-119.558333333552,38.100000000472,12.327523231506348,250.8394317626953,2819.832763671875,218.43001174926758,821.3225862011313,1001.8769979327917,-1.6358669251203537,0.25603437423706055
88,-119.550000000219,38.100000000472,13.577174186706543,246.95579528808594,2952.25927734375,178.15500783920288,930.4609593898058,1009.3630216531456,-2.23621751141289,0.3370051085948944
89,-119.541666666886,38.100000000472,11.129240036010742,182.82577514648438,3007.19091796875,196.69550943374634,924.0820860117674,1010.521967113018,-1.9928723495939504,0.3262820839881897
90,-119.533333333553,38.100000000472,13.505865097045898,153.8721160888672,2930.892822265625,186.76500868797302,922.1557226330042,1008.9479933828115,-2.102195768252663,0.275239497423172
91,-119.52500000021999,38.100000000472,9.238181114196777,227.495361328125,2906.963134765625,198.6700096130371,905.6209183931351,996.6330006308854,-1.9475979063173998,0.36523228883743286
92,-119.51666666688699,38.100000000472,11.544739723205566,255.10342407226562,3076.134033203125,166.1245070695877,908.5800230205059,987.4130026772618,-2.3362935875420985,0.42536506056785583
93,-119.50833333355399,38.100000000472,8.731072425842285,142.9971466064453,3083.282470703125,167.6995072364807,888.2246411815286,964.554996997118,-2.336918589861497,0.3878727853298187
94,-119.500000000221,38.100000000472,14.054120063781738,132.01693725585938,2954.853271484375,180.04100894927979,876.9983753561974,954.9550128616393,-2.1970517223943835,0.3426890969276428
95,-119.491666666888,38.100000000472,5.941140651702881,143.78750610351562,2881.310302734375,213.37001013755798,819.0499897301197,916.9910154640675,-1.7476604111168696,0.33243581652641296
96,-119.483333333555,38.100000000472,4.798206329345703,296.93505859375,2887.831298828125,214.54900872707367,776.1509437374771,894.0519957356155,-1.7464756282127423,0.40460580587387085
